sample_id,label,sample_type,source,slide_no,feature_id,state_code,state,district,latitude,longitude,year,triggering,activity,geomorph,lithology,lulc,area_sqm,geometry_type
LS2014_000001,1,positive,bhuvan_2014,AR/TA/78M10/2014/13,,AR,Arunachal Pradesh,Tawang,27.5925,91.6087,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Gneiss (Sela Group), Palaeoproterozoic",Evergreen / Semi evergreen,1796.0,MultiPolygon
LS2014_000002,1,positive,bhuvan_2014,AR/TA/78M10/2014/19,,AR,Arunachal Pradesh,Tawang,27.5463,91.6645,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,3720.0,MultiPolygon
LS2014_000003,1,positive,bhuvan_2014,AR/TA/78M10/2014/22,,AR,Arunachal Pradesh,Tawang,27.5415,91.6846,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,499.0,MultiPolygon
LS2014_000004,1,positive,bhuvan_2014,AR/TA/78M14/2014/16,,AR,Arunachal Pradesh,Tawang,27.5627,91.8233,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Scrub land,9400.0,MultiPolygon
LS2014_000005,1,positive,bhuvan_2014,AR/TA/78M14/2014/17,,AR,Arunachal Pradesh,Tawang,27.5597,91.906,2014,Rainfall,Active,Denudational Slope (DS),Granitoid Gneiss (Ziro Granite Gneiss),Scrub land,233.0,MultiPolygon
LS2014_000006,1,positive,bhuvan_2014,AR/WK/83B05/2014/383,,AR,Arunachal Pradesh,West Kameng,26.9691,92.4361,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,866.0,MultiPolygon
LS2014_000007,1,positive,bhuvan_2014,AR/WK/83B05/2014/389,,AR,Arunachal Pradesh,West Kameng,26.9659,92.4404,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,180.0,MultiPolygon
LS2014_000008,1,positive,bhuvan_2014,AR/WK/83B05/2014/391,,AR,Arunachal Pradesh,West Kameng,26.9653,92.4402,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,353.0,MultiPolygon
LS2014_000009,1,positive,bhuvan_2014,AR/WK/83B05/2014/399,,AR,Arunachal Pradesh,West Kameng,26.9622,92.3212,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1587.0,MultiPolygon
LS2014_000010,1,positive,bhuvan_2014,AR/WK/83B05/2014/401,,AR,Arunachal Pradesh,West Kameng,26.962,92.3148,2014,Rainfall,Active,Structural Hills - Less Dissected (SHL),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1517.0,MultiPolygon
LS2014_000011,1,positive,bhuvan_2014,AR/WK/83B05/2014/402,,AR,Arunachal Pradesh,West Kameng,26.9611,92.3712,2014,Rainfall,Active,Structural Hills - Less Dissected (SHL),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,2296.0,MultiPolygon
LS2014_000012,1,positive,bhuvan_2014,AR/WK/83B05/2014/404,,AR,Arunachal Pradesh,West Kameng,26.9523,92.3855,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,395.0,MultiPolygon
LS2014_000013,1,positive,bhuvan_2014,AR/WK/83B05/2014/406,,AR,Arunachal Pradesh,West Kameng,26.9519,92.3083,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,987.0,MultiPolygon
LS2014_000014,1,positive,bhuvan_2014,AR/WK/83B05/2014/407,,AR,Arunachal Pradesh,West Kameng,26.9514,92.3359,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,216.0,MultiPolygon
LS2014_000015,1,positive,bhuvan_2014,AR/WK/83B05/2014/408,,AR,Arunachal Pradesh,West Kameng,26.9513,92.3357,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1637.0,MultiPolygon
LS2014_000016,1,positive,bhuvan_2014,AR/WK/83B05/2014/409,,AR,Arunachal Pradesh,West Kameng,26.9505,92.3928,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,276.0,MultiPolygon
LS2014_000017,1,positive,bhuvan_2014,AR/WK/83B05/2014/410,,AR,Arunachal Pradesh,West Kameng,26.9503,92.3133,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,297.0,MultiPolygon
LS2014_000018,1,positive,bhuvan_2014,AR/WK/83B05/2014/411,,AR,Arunachal Pradesh,West Kameng,26.9495,92.3259,2014,Rainfall,Active,Denudational Slope (DS),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,349.0,MultiPolygon
LS2014_000019,1,positive,bhuvan_2014,AR/WK/83B05/2014/412,,AR,Arunachal Pradesh,West Kameng,26.9466,92.3973,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,237.0,MultiPolygon
LS2014_000020,1,positive,bhuvan_2014,AR/WK/83B05/2014/413,,AR,Arunachal Pradesh,West Kameng,26.9466,92.3135,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,524.0,MultiPolygon
LS2014_000021,1,positive,bhuvan_2014,AR/WK/83B05/2014/414,,AR,Arunachal Pradesh,West Kameng,26.9443,92.3896,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,1653.0,MultiPolygon
LS2014_000022,1,positive,bhuvan_2014,AR/WK/83B05/2014/415,,AR,Arunachal Pradesh,West Kameng,26.9435,92.3407,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,402.0,MultiPolygon
LS2014_000023,1,positive,bhuvan_2014,AR/WK/83B05/2014/416,,AR,Arunachal Pradesh,West Kameng,26.9431,92.3536,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,131.0,MultiPolygon
LS2014_000024,1,positive,bhuvan_2014,AR/WK/83B05/2014/417,,AR,Arunachal Pradesh,West Kameng,26.9426,92.3583,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,219.0,MultiPolygon
LS2014_000025,1,positive,bhuvan_2014,AR/WK/83B05/2014/418,,AR,Arunachal Pradesh,West Kameng,26.942,92.3935,2014,Rainfall,Active,Valley (V),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,459.0,MultiPolygon
LS2014_000026,1,positive,bhuvan_2014,AR/WK/83B05/2014/419,,AR,Arunachal Pradesh,West Kameng,26.9416,92.3591,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,200.0,MultiPolygon
LS2014_000027,1,positive,bhuvan_2014,AR/WK/83B05/2014/420,,AR,Arunachal Pradesh,West Kameng,26.9415,92.3493,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,362.0,MultiPolygon
LS2014_000028,1,positive,bhuvan_2014,AR/WK/83B05/2014/422,,AR,Arunachal Pradesh,West Kameng,26.9413,92.3925,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,274.0,MultiPolygon
LS2014_000029,1,positive,bhuvan_2014,AR/WK/83B05/2014/423,,AR,Arunachal Pradesh,West Kameng,26.9413,92.3919,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,876.0,MultiPolygon
LS2014_000030,1,positive,bhuvan_2014,AR/WK/83B05/2014/424,,AR,Arunachal Pradesh,West Kameng,26.9411,92.3952,2014,Rainfall,Active,Valley (V),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,221.0,MultiPolygon
LS2014_000031,1,positive,bhuvan_2014,AR/WK/83B05/2014/425,,AR,Arunachal Pradesh,West Kameng,26.9405,92.3415,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,860.0,MultiPolygon
LS2014_000032,1,positive,bhuvan_2014,AR/WK/83B05/2014/426,,AR,Arunachal Pradesh,West Kameng,26.9397,92.3531,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,223.0,MultiPolygon
LS2014_000033,1,positive,bhuvan_2014,AR/WK/83B05/2014/428,,AR,Arunachal Pradesh,West Kameng,26.9378,92.3548,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,270.0,MultiPolygon
LS2014_000034,1,positive,bhuvan_2014,AR/WK/83B05/2014/432,,AR,Arunachal Pradesh,West Kameng,26.9326,92.3766,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,220.0,MultiPolygon
LS2014_000035,1,positive,bhuvan_2014,AR/WK/83B05/2014/439,,AR,Arunachal Pradesh,West Kameng,26.9299,92.3992,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,276.0,MultiPolygon
LS2014_000036,1,positive,bhuvan_2014,AR/WK/83A04/2014/246,,AR,Arunachal Pradesh,West Kameng,27.0962,92.1149,2014,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,633.0,MultiPolygon
LS2014_000037,1,positive,bhuvan_2014,AR/WK/83A04/2014/247,,AR,Arunachal Pradesh,West Kameng,27.0931,92.1179,2014,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,5735.0,MultiPolygon
LS2014_000038,1,positive,bhuvan_2014,AR/WK/83A04/2014/155,,AR,Arunachal Pradesh,West Kameng,27.202,92.0841,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,8986.0,MultiPolygon
LS2014_000039,1,positive,bhuvan_2014,AR/WK/83A04/2014/174,,AR,Arunachal Pradesh,West Kameng,27.1951,92.1511,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,700.0,MultiPolygon
LS2014_000040,1,positive,bhuvan_2014,AR/WK/83A04/2014/176,,AR,Arunachal Pradesh,West Kameng,27.1938,92.1461,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,2979.0,MultiPolygon
LS2014_000041,1,positive,bhuvan_2014,AR/WK/83A08/2014/248,,AR,Arunachal Pradesh,West Kameng,27.0912,92.326,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,13973.0,MultiPolygon
LS2014_000042,1,positive,bhuvan_2014,AR/WK/83A08/2014/249,,AR,Arunachal Pradesh,West Kameng,27.0911,92.326,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,5452.0,MultiPolygon
LS2014_000043,1,positive,bhuvan_2014,AR/WK/83A08/2014/250,,AR,Arunachal Pradesh,West Kameng,27.0911,92.326,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,5452.0,MultiPolygon
LS2014_000044,1,positive,bhuvan_2014,AR/WK/83A08/2014/265,,AR,Arunachal Pradesh,West Kameng,27.0695,92.433,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1252.0,MultiPolygon
LS2014_000045,1,positive,bhuvan_2014,AR/WK/83A08/2014/267,,AR,Arunachal Pradesh,West Kameng,27.0668,92.4102,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,649.0,MultiPolygon
LS2014_000046,1,positive,bhuvan_2014,AR/WK/83A08/2014/268,,AR,Arunachal Pradesh,West Kameng,27.0618,92.4144,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,2620.0,MultiPolygon
LS2014_000047,1,positive,bhuvan_2014,AR/WK/83A08/2014/269,,AR,Arunachal Pradesh,West Kameng,27.0602,92.3901,2014,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,537.0,MultiPolygon
LS2014_000048,1,positive,bhuvan_2014,AR/WK/83A08/2014/270,,AR,Arunachal Pradesh,West Kameng,27.0562,92.4085,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,434.0,MultiPolygon
LS2014_000049,1,positive,bhuvan_2014,AR/WK/83A08/2014/275,,AR,Arunachal Pradesh,West Kameng,27.0519,92.4425,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,416.0,MultiPolygon
LS2014_000050,1,positive,bhuvan_2014,AR/WK/83A08/2014/280,,AR,Arunachal Pradesh,West Kameng,27.0439,92.3867,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1102.0,MultiPolygon
LS2014_000051,1,positive,bhuvan_2014,AR/WK/83A08/2014/284,,AR,Arunachal Pradesh,West Kameng,27.0387,92.3171,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1815.0,MultiPolygon
LS2014_000052,1,positive,bhuvan_2014,AR/WK/83A08/2014/285,,AR,Arunachal Pradesh,West Kameng,27.0345,92.3557,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,308.0,MultiPolygon
LS2014_000053,1,positive,bhuvan_2014,AR/WK/83A08/2014/286,,AR,Arunachal Pradesh,West Kameng,27.0334,92.3323,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,645.0,MultiPolygon
LS2014_000054,1,positive,bhuvan_2014,AR/WK/83A08/2014/287,,AR,Arunachal Pradesh,West Kameng,27.0328,92.425,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),"Shale (Bichom Formation, Gondwana Group)",Evergreen / Semi evergreen,273.0,MultiPolygon
LS2014_000055,1,positive,bhuvan_2014,AR/WK/83A08/2014/288,,AR,Arunachal Pradesh,West Kameng,27.0319,92.4197,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),"Shale (Bichom Formation, Gondwana Group)",Evergreen / Semi evergreen,1182.0,MultiPolygon
LS2014_000056,1,positive,bhuvan_2014,AR/WK/83A08/2014/289,,AR,Arunachal Pradesh,West Kameng,27.0316,92.3577,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,400.0,MultiPolygon
LS2014_000057,1,positive,bhuvan_2014,AR/WK/83A08/2014/290,,AR,Arunachal Pradesh,West Kameng,27.0314,92.3684,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,282.0,MultiPolygon
LS2014_000058,1,positive,bhuvan_2014,AR/WK/83A08/2014/291,,AR,Arunachal Pradesh,West Kameng,27.0307,92.3443,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1198.0,MultiPolygon
LS2014_000059,1,positive,bhuvan_2014,AR/WK/83A07/2014/39,,AR,Arunachal Pradesh,West Kameng,27.3414,92.3705,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,9935.0,MultiPolygon
LS2014_000060,1,positive,bhuvan_2014,AR/WK/83A07/2014/40,,AR,Arunachal Pradesh,West Kameng,27.3404,92.3202,2014,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Scrub land,3359.0,MultiPolygon
LS2014_000061,1,positive,bhuvan_2014,AR/WK/83A07/2014/12,,AR,Arunachal Pradesh,West Kameng,27.4605,92.4313,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granites (Tourmaline Granite),Evergreen / Semi evergreen,1246.0,MultiPolygon
LS2014_000062,1,positive,bhuvan_2014,AR/WK/83A07/2014/14,,AR,Arunachal Pradesh,West Kameng,27.4321,92.4195,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,634.0,MultiPolygon
LS2014_000063,1,positive,bhuvan_2014,AR/WK/83B09/2014/379,,AR,Arunachal Pradesh,West Kameng,26.9698,92.5603,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,365.0,MultiPolygon
LS2014_000064,1,positive,bhuvan_2014,AR/WK/83B09/2014/381,,AR,Arunachal Pradesh,West Kameng,26.9695,92.5614,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,379.0,MultiPolygon
LS2014_000065,1,positive,bhuvan_2014,AR/WK/83B09/2014/385,,AR,Arunachal Pradesh,West Kameng,26.9673,92.5962,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,345.0,MultiPolygon
LS2014_000066,1,positive,bhuvan_2014,AR/WK/83B09/2014/386,,AR,Arunachal Pradesh,West Kameng,26.9672,92.5883,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,474.0,MultiPolygon
LS2014_000067,1,positive,bhuvan_2014,AR/WK/83B09/2014/388,,AR,Arunachal Pradesh,West Kameng,26.9661,92.5814,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,875.0,MultiPolygon
LS2014_000068,1,positive,bhuvan_2014,AR/WK/83B09/2014/390,,AR,Arunachal Pradesh,West Kameng,26.9654,92.5812,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,175.0,MultiPolygon
LS2014_000069,1,positive,bhuvan_2014,AR/WK/83B09/2014/393,,AR,Arunachal Pradesh,West Kameng,26.9648,92.5854,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,322.0,MultiPolygon
LS2014_000070,1,positive,bhuvan_2014,AR/EK/83A12/2014/147,,AR,Arunachal Pradesh,East Kameng,27.0866,92.6526,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,3375.0,MultiPolygon
LS2014_000071,1,positive,bhuvan_2014,AR/EK/83A12/2014/150,,AR,Arunachal Pradesh,East Kameng,27.0853,92.6167,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,301.0,MultiPolygon
LS2014_000072,1,positive,bhuvan_2014,AR/WK/83A12/2014/255,,AR,Arunachal Pradesh,West Kameng,27.0771,92.5866,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,851.0,MultiPolygon
LS2014_000073,1,positive,bhuvan_2014,AR/WK/83A12/2014/259,,AR,Arunachal Pradesh,West Kameng,27.074,92.5875,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,1007.0,MultiPolygon
LS2014_000074,1,positive,bhuvan_2014,AR/WK/83A12/2014/260,,AR,Arunachal Pradesh,West Kameng,27.0736,92.5866,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,598.0,MultiPolygon
LS2014_000075,1,positive,bhuvan_2014,AR/EK/83A12/2014/162,,AR,Arunachal Pradesh,East Kameng,27.0728,92.6077,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,3758.0,MultiPolygon
LS2014_000076,1,positive,bhuvan_2014,AR/EK/83A12/2014/163,,AR,Arunachal Pradesh,East Kameng,27.0721,92.5998,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Cuirrent Shifting Cultivation,1358.0,MultiPolygon
LS2014_000077,1,positive,bhuvan_2014,AR/EK/83A12/2014/164,,AR,Arunachal Pradesh,East Kameng,27.0715,92.5994,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,829.0,MultiPolygon
LS2014_000078,1,positive,bhuvan_2014,AR/WK/83A12/2014/264,,AR,Arunachal Pradesh,West Kameng,27.0697,92.5859,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,1283.0,MultiPolygon
LS2014_000079,1,positive,bhuvan_2014,AR/WK/83A12/2014/266,,AR,Arunachal Pradesh,West Kameng,27.0668,92.5829,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,5281.0,MultiPolygon
LS2014_000080,1,positive,bhuvan_2014,AR/EK/83A12/2014/170,,AR,Arunachal Pradesh,East Kameng,27.0547,92.6143,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1025.0,MultiPolygon
LS2014_000081,1,positive,bhuvan_2014,AR/WK/83A12/2014/272,,AR,Arunachal Pradesh,West Kameng,27.0534,92.5792,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,1187.0,MultiPolygon
LS2014_000082,1,positive,bhuvan_2014,AR/WK/83A12/2014/274,,AR,Arunachal Pradesh,West Kameng,27.0521,92.5653,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,289.0,MultiPolygon
LS2014_000083,1,positive,bhuvan_2014,AR/WK/83A12/2014/276,,AR,Arunachal Pradesh,West Kameng,27.0507,92.589,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,567.0,MultiPolygon
LS2014_000084,1,positive,bhuvan_2014,AR/WK/83A12/2014/277,,AR,Arunachal Pradesh,West Kameng,27.0507,92.5867,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),River / Stream / Canals,293.0,MultiPolygon
LS2014_000085,1,positive,bhuvan_2014,AR/EK/83A12/2014/174,,AR,Arunachal Pradesh,East Kameng,27.0504,92.6895,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,369.0,MultiPolygon
LS2014_000086,1,positive,bhuvan_2014,AR/WK/83A12/2014/279,,AR,Arunachal Pradesh,West Kameng,27.0463,92.5582,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,2489.0,MultiPolygon
LS2014_000087,1,positive,bhuvan_2014,AR/EK/83A12/2014/177,,AR,Arunachal Pradesh,East Kameng,27.046,92.633,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,399.0,MultiPolygon
LS2014_000088,1,positive,bhuvan_2014,AR/EK/83A12/2014/179,,AR,Arunachal Pradesh,East Kameng,27.0455,92.6579,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,687.0,MultiPolygon
LS2014_000089,1,positive,bhuvan_2014,AR/EK/83A12/2014/183,,AR,Arunachal Pradesh,East Kameng,27.0409,92.6324,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,578.0,MultiPolygon
LS2014_000090,1,positive,bhuvan_2014,AR/WK/83A12/2014/283,,AR,Arunachal Pradesh,West Kameng,27.0393,92.5763,2014,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shale/coal bands (Bhareli Formation),Evergreen / Semi evergreen,1744.0,MultiPolygon
LS2014_000091,1,positive,bhuvan_2014,AR/EK/83A12/2014/190,,AR,Arunachal Pradesh,East Kameng,27.0296,92.652,2014,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Barren Rocky,1476.0,MultiPolygon
LS2014_000092,1,positive,bhuvan_2014,AR/WK/83A12/2014/117,,AR,Arunachal Pradesh,West Kameng,27.2163,92.6251,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Cuirrent Shifting Cultivation,950.0,MultiPolygon
LS2014_000093,1,positive,bhuvan_2014,AR/WK/83A12/2014/140,,AR,Arunachal Pradesh,West Kameng,27.2088,92.6097,2014,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",River / Stream / Canals,1355.0,MultiPolygon
